model,label,condition,response,correct
claude-sonnet-4-5,watermelon,degraded_75,smile,False
claude-sonnet-4-5,watermelon,degraded_90,smile,False
claude-sonnet-4-5,well,mooney,camping stove,False
claude-sonnet-4-5,well,mooney_inv,wishing well,True
claude-sonnet-4-5,well,degraded_25,wishing well,True
claude-sonnet-4-5,well,degraded_50,wishing well,True
claude-sonnet-4-5,well,degraded_75,wishing well,True
claude-sonnet-4-5,well,degraded_90,lantern,False
claude-sonnet-4-5,wheel,mooney,wagon wheel,True
claude-sonnet-4-5,wheel,mooney_inv,wagon wheel,True
claude-sonnet-4-5,wheel,degraded_25,wagon wheel,True
claude-sonnet-4-5,wheel,degraded_50,wheel,True
claude-sonnet-4-5,wheel,degraded_75,wagon wheel,True
claude-sonnet-4-5,wheel,degraded_90,orange slice,False
claude-sonnet-4-5,whistle,mooney,whistle,True
claude-sonnet-4-5,whistle,mooney_inv,whistle,True
claude-sonnet-4-5,whistle,degraded_25,whistle,True
claude-sonnet-4-5,whistle,degraded_50,whistle,True
claude-sonnet-4-5,whistle,degraded_75,whistle,True
claude-sonnet-4-5,whistle,degraded_90,soap bar,False
claude-sonnet-4-5,windmill,mooney,windmill,True
claude-sonnet-4-5,windmill,mooney_inv,windmill,True
claude-sonnet-4-5,windmill,degraded_25,windmill,True
claude-sonnet-4-5,windmill,degraded_50,windmill,True
claude-sonnet-4-5,windmill,degraded_75,windmill,True
claude-sonnet-4-5,windmill,degraded_90,windmill,True
claude-sonnet-4-5,window,mooney,window,True
claude-sonnet-4-5,window,mooney_inv,oven,False
claude-sonnet-4-5,window,degraded_25,window,True
claude-sonnet-4-5,window,degraded_50,door,False
claude-sonnet-4-5,window,degraded_75,window pane or window frame,True
claude-sonnet-4-5,window,degraded_90,nightstand,False
claude-sonnet-4-5,wineglass,mooney,wine glass,True
claude-sonnet-4-5,wineglass,mooney_inv,wine glass,True
claude-sonnet-4-5,wineglass,degraded_25,wine glass,True
claude-sonnet-4-5,wineglass,degraded_50,wine glass,True
claude-sonnet-4-5,wineglass,degraded_75,wine glass,True
claude-sonnet-4-5,wineglass,degraded_90,wine glass,True
claude-sonnet-4-5,wrench,mooney,wrench,True
claude-sonnet-4-5,wrench,mooney_inv,wrench,True
claude-sonnet-4-5,wrench,degraded_25,wrench,True
claude-sonnet-4-5,wrench,degraded_50,wrench,True
claude-sonnet-4-5,wrench,degraded_75,wrench,True
claude-sonnet-4-5,wrench,degraded_90,wrench,True
claude-sonnet-4-5,zebra,mooney,tapir,False
claude-sonnet-4-5,zebra,mooney_inv,horse,False
claude-sonnet-4-5,zebra,degraded_25,zebra,True
claude-sonnet-4-5,zebra,degraded_50,zebra,True
claude-sonnet-4-5,zebra,degraded_75,zebra,True
claude-sonnet-4-5,zebra,degraded_90,horse,False
gpt-5.4,French_horn,mooney,french horn,True
gpt-5.4,French_horn,mooney_inv,french horn,True
gpt-5.4,French_horn,degraded_25,french horn,True
gpt-5.4,French_horn,degraded_50,french horn,True
gpt-5.4,French_horn,degraded_75,french horn,True
gpt-5.4,French_horn,degraded_90,french horn,True
gpt-5.4,accordion,mooney,accordion,True
gpt-5.4,accordion,mooney_inv,seat belt buckle,False
gpt-5.4,accordion,degraded_25,accordion,True
gpt-5.4,accordion,degraded_50,accordion,True
gpt-5.4,accordion,degraded_75,accordion,True
gpt-5.4,accordion,degraded_90,radiator,False
gpt-5.4,airplane,mooney,airplane,True
gpt-5.4,airplane,mooney_inv,airplane,True
gpt-5.4,airplane,degraded_25,airplane,True
gpt-5.4,airplane,degraded_50,airplane,True
gpt-5.4,airplane,degraded_75,airplane,True
gpt-5.4,airplane,degraded_90,airplane,True
gpt-5.4,alligator,mooney,alligator,True
gpt-5.4,alligator,mooney_inv,crocodile,False
gpt-5.4,alligator,degraded_25,crocodile,False
gpt-5.4,alligator,degraded_50,alligator,True
gpt-5.4,alligator,degraded_75,crocodile,False
gpt-5.4,alligator,degraded_90,alligator,True
gpt-5.4,anchor,mooney,anchor,True
gpt-5.4,anchor,mooney_inv,anchor,True
gpt-5.4,anchor,degraded_25,anchor,True
gpt-5.4,anchor,degraded_50,anchor,True
gpt-5.4,anchor,degraded_75,anchor,True
gpt-5.4,anchor,degraded_90,anchor,True
gpt-5.4,ant,mooney,ant,True
gpt-5.4,ant,mooney_inv,ant,True
gpt-5.4,ant,degraded_25,ant,True
gpt-5.4,ant,degraded_50,ant,True
gpt-5.4,ant,degraded_75,ant,True
gpt-5.4,ant,degraded_90,spider,False
gpt-5.4,apple,mooney,apple,True
gpt-5.4,apple,mooney_inv,apple,True
gpt-5.4,apple,degraded_25,apple,True
gpt-5.4,apple,degraded_50,apple,True
gpt-5.4,apple,degraded_75,apple,True
gpt-5.4,apple,degraded_90,apple,True
gpt-5.4,arm,mooney,sock,False
gpt-5.4,arm,mooney_inv,necklace,False
gpt-5.4,arm,degraded_25,arm,True
gpt-5.4,arm,degraded_50,arm,True
gpt-5.4,arm,degraded_75,arm,True
gpt-5.4,arm,degraded_90,leg,False
gpt-5.4,arrow,mooney,left arrow,True
gpt-5.4,arrow,mooney_inv,left arrow,True
gpt-5.4,arrow,degraded_25,left arrow,True
gpt-5.4,arrow,degraded_50,left arrow,True
gpt-5.4,arrow,degraded_75,left arrow,True
gpt-5.4,arrow,degraded_90,left arrow,True
gpt-5.4,artichoke,mooney,pinecone,False
gpt-5.4,artichoke,mooney_inv,hot air balloon,False
gpt-5.4,artichoke,degraded_25,artichoke,True
gpt-5.4,artichoke,degraded_50,artichoke,True
gpt-5.4,artichoke,degraded_75,artichoke,True
gpt-5.4,artichoke,degraded_90,brain,False
gpt-5.4,ashtray,mooney,carbide insert,False
gpt-5.4,ashtray,mooney_inv,fan grill,False
gpt-5.4,ashtray,degraded_25,ashtray,True
gpt-5.4,ashtray,degraded_50,ashtray,True
gpt-5.4,ashtray,degraded_75,ashtray,True
gpt-5.4,ashtray,degraded_90,toilet seat,False
gpt-5.4,asparagus,mooney,knife,False
gpt-5.4,asparagus,mooney_inv,knife,False
gpt-5.4,asparagus,degraded_25,drill bit,False
gpt-5.4,asparagus,degraded_50,pen,False
gpt-5.4,asparagus,degraded_75,pencil,False
gpt-5.4,asparagus,degraded_90,pencil,False
gpt-5.4,axe,mooney,axe,True
gpt-5.4,axe,mooney_inv,axe,True
gpt-5.4,axe,degraded_25,axe,True
gpt-5.4,axe,degraded_50,axe,True
gpt-5.4,axe,degraded_75,axe,True
gpt-5.4,axe,degraded_90,axe,True
gpt-5.4,baby_carriage,mooney,baby stroller,True
gpt-5.4,baby_carriage,mooney_inv,baby stroller,True
gpt-5.4,baby_carriage,degraded_25,baby stroller,True
gpt-5.4,baby_carriage,degraded_50,baby carriage,True
gpt-5.4,baby_carriage,degraded_75,baby stroller,True
gpt-5.4,baby_carriage,degraded_90,baby stroller,True
gpt-5.4,ball,mooney,planet,False
gpt-5.4,ball,mooney_inv,ball,True
gpt-5.4,ball,degraded_25,ball,True
gpt-5.4,ball,degraded_50,ball,True
gpt-5.4,ball,degraded_75,basketball,True
gpt-5.4,ball,degraded_90,basketball,True
gpt-5.4,balloon,mooney,balloon,True
gpt-5.4,balloon,mooney_inv,balloon,True
gpt-5.4,balloon,degraded_25,balloon,True
gpt-5.4,balloon,degraded_50,balloon,True
gpt-5.4,balloon,degraded_75,balloon,True
gpt-5.4,balloon,degraded_90,balloon,True
gpt-5.4,banana,mooney,banana,True
gpt-5.4,banana,mooney_inv,banana,True
gpt-5.4,banana,degraded_25,banana,True
gpt-5.4,banana,degraded_50,banana,True
gpt-5.4,banana,degraded_75,banana,True
gpt-5.4,banana,degraded_90,banana,True
gpt-5.4,barn,mooney,barn,True
gpt-5.4,barn,mooney_inv,barn,True
gpt-5.4,barn,degraded_25,barn,True
gpt-5.4,barn,degraded_50,barn,True
gpt-5.4,barn,degraded_75,barn,True
gpt-5.4,barn,degraded_90,mailbox,False
gpt-5.4,barrel,mooney,barrel,True
gpt-5.4,barrel,mooney_inv,barrel,True
gpt-5.4,barrel,degraded_25,barrel,True
gpt-5.4,barrel,degraded_50,barrel,True
gpt-5.4,barrel,degraded_75,barrel,True
gpt-5.4,barrel,degraded_90,barrel,True
gpt-5.4,baseball_bat,mooney,baseball bat,True
gpt-5.4,baseball_bat,mooney_inv,baseball bat,True
gpt-5.4,baseball_bat,degraded_25,baseball bat,True
gpt-5.4,baseball_bat,degraded_50,baseball bat,True
gpt-5.4,baseball_bat,degraded_75,baseball bat,True
gpt-5.4,baseball_bat,degraded_90,baseball bat,True
gpt-5.4,basket,mooney,basket,True
gpt-5.4,basket,mooney_inv,basket,True
gpt-5.4,basket,degraded_25,basket,True
gpt-5.4,basket,degraded_50,basket,True
gpt-5.4,basket,degraded_75,basket,True
gpt-5.4,basket,degraded_90,basket,True
gpt-5.4,bear,mooney,bear,True
gpt-5.4,bear,mooney_inv,bear,True
gpt-5.4,bear,degraded_25,bear,True
gpt-5.4,bear,degraded_50,hippopotamus,False
gpt-5.4,bear,degraded_75,bear,True
gpt-5.4,bear,degraded_90,bear,True
gpt-5.4,bed,mooney,bed,True
gpt-5.4,bed,mooney_inv,bed,True
gpt-5.4,bed,degraded_25,bed,True
gpt-5.4,bed,degraded_50,bed,True
gpt-5.4,bed,degraded_75,bed,True
gpt-5.4,bed,degraded_90,bed,True
gpt-5.4,bee,mooney,bee,True
gpt-5.4,bee,mooney_inv,bee,True
gpt-5.4,bee,degraded_25,bee,True
gpt-5.4,bee,degraded_50,flea,False
gpt-5.4,bee,degraded_75,bee,True
gpt-5.4,bee,degraded_90,bee,True
gpt-5.4,beetle,mooney,fly,False
gpt-5.4,beetle,mooney_inv,fly,False
gpt-5.4,beetle,degraded_25,beetle,True
gpt-5.4,beetle,degraded_50,beetle,True
gpt-5.4,beetle,degraded_75,cockroach,False
gpt-5.4,beetle,degraded_90,beetle,True
gpt-5.4,bell,mooney,bell,True
gpt-5.4,bell,mooney_inv,bell,True
gpt-5.4,bell,degraded_25,bell,True
gpt-5.4,bell,degraded_50,bell,True
gpt-5.4,bell,degraded_75,bell,True
gpt-5.4,bell,degraded_90,bell,True
gpt-5.4,belt,mooney,belt,True
gpt-5.4,belt,mooney_inv,belt,True
gpt-5.4,belt,degraded_25,belt,True
gpt-5.4,belt,degraded_50,belt,True
gpt-5.4,belt,degraded_75,belt,True
gpt-5.4,belt,degraded_90,belt,True
gpt-5.4,bicycle,mooney,bicycle,True
gpt-5.4,bicycle,mooney_inv,bicycle,True
gpt-5.4,bicycle,degraded_25,bicycle,True
gpt-5.4,bicycle,degraded_50,bicycle,True
gpt-5.4,bicycle,degraded_75,bicycle,True
gpt-5.4,bicycle,degraded_90,bicycle,True
gpt-5.4,bird,mooney,bird,True
gpt-5.4,bird,mooney_inv,bird,True
gpt-5.4,bird,degraded_25,bird,True
gpt-5.4,bird,degraded_50,bird,True
gpt-5.4,bird,degraded_75,bird,True
gpt-5.4,bird,degraded_90,bird,True
gpt-5.4,blouse,mooney,shirt,False
gpt-5.4,blouse,mooney_inv,jacket,False
gpt-5.4,blouse,degraded_25,shirt,False
gpt-5.4,blouse,degraded_50,shirt,False
gpt-5.4,blouse,degraded_75,jacket,False
gpt-5.4,blouse,degraded_90,jacket,False
gpt-5.4,book,mooney,book,True
gpt-5.4,book,mooney_inv,book,True
gpt-5.4,book,degraded_25,book,True
gpt-5.4,book,degraded_50,book,True
gpt-5.4,book,degraded_75,book,True
gpt-5.4,book,degraded_90,book,True
gpt-5.4,boot,mooney,boot,True
gpt-5.4,boot,mooney_inv,boot,True
gpt-5.4,boot,degraded_25,boot,True
gpt-5.4,boot,degraded_50,boot,True
gpt-5.4,boot,degraded_75,boot,True
gpt-5.4,boot,degraded_90,boot,True
gpt-5.4,bottle,mooney,bottle,True
gpt-5.4,bottle,mooney_inv,bottle,True
gpt-5.4,bottle,degraded_25,bottle,True
gpt-5.4,bottle,degraded_50,bottle,True
gpt-5.4,bottle,degraded_75,bottle,True
gpt-5.4,bottle,degraded_90,bottle,True
gpt-5.4,bow,mooney,bow,True
gpt-5.4,bow,mooney_inv,bow,True
gpt-5.4,bow,degraded_25,bow,True
gpt-5.4,bow,degraded_50,bow,True
gpt-5.4,bow,degraded_75,bow,True
gpt-5.4,bow,degraded_90,bow,True
gpt-5.4,bowl,mooney,bowl,True
gpt-5.4,bowl,mooney_inv,bowl,True
gpt-5.4,bowl,degraded_25,bowl,True
gpt-5.4,bowl,degraded_50,bowl,True
gpt-5.4,bowl,degraded_75,bowl,True
gpt-5.4,bowl,degraded_90,bowl,True
gpt-5.4,box,mooney,box,True
gpt-5.4,box,mooney_inv,box,True
gpt-5.4,box,degraded_25,box,True
gpt-5.4,box,degraded_50,box,True
gpt-5.4,box,degraded_75,box,True
gpt-5.4,box,degraded_90,box,True
gpt-5.4,bread,mooney,loaf of bread,True
gpt-5.4,bread,mooney_inv,bread loaf,True
gpt-5.4,bread,degraded_25,loaf of bread,True
gpt-5.4,bread,degraded_50,bread loaf,True
gpt-5.4,bread,degraded_75,loaf of bread,True
gpt-5.4,bread,degraded_90,mailbox,False
gpt-5.4,broom,mooney,spatula,False
gpt-5.4,broom,mooney_inv,spatula,False
gpt-5.4,broom,degraded_25,shovel,False
gpt-5.4,broom,degraded_50,spatula,False
gpt-5.4,broom,degraded_75,guitar,False
gpt-5.4,broom,degraded_90,broom,True
gpt-5.4,brush,mooney,hairbrush,True
gpt-5.4,brush,mooney_inv,toothbrush,True
gpt-5.4,brush,degraded_25,brush,True
gpt-5.4,brush,degraded_50,brush,True
gpt-5.4,brush,degraded_75,toothbrush,True
gpt-5.4,brush,degraded_90,hairbrush,True
gpt-5.4,bus,mooney,bus,True
gpt-5.4,bus,mooney_inv,bus,True
gpt-5.4,bus,degraded_25,bus,True
gpt-5.4,bus,degraded_50,bus,True
gpt-5.4,bus,degraded_75,bus,True
gpt-5.4,bus,degraded_90,bus,True
gpt-5.4,butterfly,mooney,butterfly,True
gpt-5.4,butterfly,mooney_inv,butterfly,True
gpt-5.4,butterfly,degraded_25,butterfly,True
gpt-5.4,butterfly,degraded_50,butterfly,True
gpt-5.4,butterfly,degraded_75,butterfly,True
gpt-5.4,butterfly,degraded_90,butterfly,True
gpt-5.4,button,mooney,button,True
gpt-5.4,button,mooney_inv,button,True
gpt-5.4,button,degraded_25,button,True
gpt-5.4,button,degraded_50,button,True
gpt-5.4,button,degraded_75,button,True
gpt-5.4,button,degraded_90,button,True
gpt-5.4,cake,mooney,cake,True
gpt-5.4,cake,mooney_inv,cake,True
gpt-5.4,cake,degraded_25,cake,True
gpt-5.4,cake,degraded_50,cake,True
gpt-5.4,cake,degraded_75,cake,True
gpt-5.4,cake,degraded_90,cake,True
gpt-5.4,camel,mooney,camel,True
gpt-5.4,camel,mooney_inv,camel,True
gpt-5.4,camel,degraded_25,camel,True
gpt-5.4,camel,degraded_50,camel,True
gpt-5.4,camel,degraded_75,camel,True
gpt-5.4,camel,degraded_90,camel,True
gpt-5.4,candle,mooney,candle,True
gpt-5.4,candle,mooney_inv,candle,True
gpt-5.4,candle,degraded_25,candle,True
gpt-5.4,candle,degraded_50,candle,True
gpt-5.4,candle,degraded_75,candle,True
gpt-5.4,candle,degraded_90,candle,True
gpt-5.4,cannon,mooney,wheelbarrow,False
gpt-5.4,cannon,mooney_inv,lemon squeezer,False
gpt-5.4,cannon,degraded_25,cannon,True
gpt-5.4,cannon,degraded_50,cannon,True
gpt-5.4,cannon,degraded_75,scooter,False
gpt-5.4,cannon,degraded_90,bicycle wheel,False
gpt-5.4,cap,mooney,cap,True
gpt-5.4,cap,mooney_inv,baseball cap,True
gpt-5.4,cap,degraded_25,cap,True
gpt-5.4,cap,degraded_50,cap,True
gpt-5.4,cap,degraded_75,shoe,False
gpt-5.4,cap,degraded_90,shoe,False
gpt-5.4,car,mooney,car,True
gpt-5.4,car,mooney_inv,car,True
gpt-5.4,car,degraded_25,car,True
gpt-5.4,car,degraded_50,car,True
gpt-5.4,car,degraded_75,car,True
gpt-5.4,car,degraded_90,car,True
gpt-5.4,carrot,mooney,carrot,True
gpt-5.4,carrot,mooney_inv,carrot,True
gpt-5.4,carrot,degraded_25,carrot,True
gpt-5.4,carrot,degraded_50,carrot,True
gpt-5.4,carrot,degraded_75,carrot,True
gpt-5.4,carrot,degraded_90,carrot,True
gpt-5.4,cat,mooney,cat,True
gpt-5.4,cat,mooney_inv,cat,True
gpt-5.4,cat,degraded_25,cat,True
gpt-5.4,cat,degraded_50,cat,True
gpt-5.4,cat,degraded_75,cat,True
gpt-5.4,cat,degraded_90,cat,True
gpt-5.4,caterpillar,mooney,alligators,False
gpt-5.4,caterpillar,mooney_inv,comb,False
gpt-5.4,caterpillar,degraded_25,caterpillar,True
gpt-5.4,caterpillar,degraded_50,caterpillar,True
gpt-5.4,caterpillar,degraded_75,octopus,False
gpt-5.4,caterpillar,degraded_90,glasses,False
gpt-5.4,celery,mooney,celery,True
gpt-5.4,celery,mooney_inv,celery,True
gpt-5.4,celery,degraded_25,celery,True
gpt-5.4,celery,degraded_50,celery,True
gpt-5.4,celery,degraded_75,celery,True
gpt-5.4,celery,degraded_90,feather duster,False
gpt-5.4,chain,mooney,necklace,False
gpt-5.4,chain,mooney_inv,banana,False
gpt-5.4,chain,degraded_25,chain,True
gpt-5.4,chain,degraded_50,chain,True
gpt-5.4,chain,degraded_75,chain necklace,True
gpt-5.4,chain,degraded_90,chain,True
gpt-5.4,chair,mooney,chair,True
gpt-5.4,chair,mooney_inv,chair,True
gpt-5.4,chair,degraded_25,chair,True
gpt-5.4,chair,degraded_50,chair,True
gpt-5.4,chair,degraded_75,chair,True
gpt-5.4,chair,degraded_90,chair,True
gpt-5.4,cherry,mooney,cherry,True
gpt-5.4,cherry,mooney_inv,balloon,False
gpt-5.4,cherry,degraded_25,cherry,True
gpt-5.4,cherry,degraded_50,cherry,True
gpt-5.4,cherry,degraded_75,cherry,True
gpt-5.4,cherry,degraded_90,lollipop,False
gpt-5.4,chicken,mooney,chicken,True
gpt-5.4,chicken,mooney_inv,chicken,True
gpt-5.4,chicken,degraded_25,chicken,True
gpt-5.4,chicken,degraded_50,chicken,True
gpt-5.4,chicken,degraded_75,chicken,True
gpt-5.4,chicken,degraded_90,chicken,True
gpt-5.4,chisel,mooney,screwdriver,False
gpt-5.4,chisel,mooney_inv,screwdriver,False
gpt-5.4,chisel,degraded_25,chisel,True
gpt-5.4,chisel,degraded_50,screwdriver,False
gpt-5.4,chisel,degraded_75,screwdriver,False
gpt-5.4,chisel,degraded_90,screwdriver,False
gpt-5.4,church,mooney,church,True
gpt-5.4,church,mooney_inv,church,True
gpt-5.4,church,degraded_25,church,True
gpt-5.4,church,degraded_50,church,True
gpt-5.4,church,degraded_75,church,True
gpt-5.4,church,degraded_90,church,True
gpt-5.4,cigar,mooney,baseball bat,False
gpt-5.4,cigar,mooney_inv,baseball bat,False
gpt-5.4,cigar,degraded_25,cigar,True
gpt-5.4,cigar,degraded_50,cigar,True
gpt-5.4,cigar,degraded_75,cigar,True
gpt-5.4,cigar,degraded_90,cigar,True
gpt-5.4,cigarette,mooney,cigarette,True
gpt-5.4,cigarette,mooney_inv,incense stick,False
gpt-5.4,cigarette,degraded_25,cigarette,True
gpt-5.4,cigarette,degraded_50,cigarette,True
gpt-5.4,cigarette,degraded_75,cigarette,True
gpt-5.4,cigarette,degraded_90,spoon,False
gpt-5.4,clock,mooney,clock,True
gpt-5.4,clock,mooney_inv,clock,True
gpt-5.4,clock,degraded_25,clock,True
gpt-5.4,clock,degraded_50,clock,True
gpt-5.4,clock,degraded_75,clock,True
gpt-5.4,clock,degraded_90,clock,True
gpt-5.4,clothespin,mooney,clothespin,True
gpt-5.4,clothespin,mooney_inv,clothespin,True
gpt-5.4,clothespin,degraded_25,clothespin,True
gpt-5.4,clothespin,degraded_50,clothespin,True
gpt-5.4,clothespin,degraded_75,clothespin,True
gpt-5.4,clothespin,degraded_90,tongs,False
gpt-5.4,cloud,mooney,cloud,True
gpt-5.4,cloud,mooney_inv,cloud,True
gpt-5.4,cloud,degraded_25,cloud,True
gpt-5.4,cloud,degraded_50,cloud,True
gpt-5.4,cloud,degraded_75,loaf of bread,False
gpt-5.4,cloud,degraded_90,cloud,True
gpt-5.4,clown,mooney,clown face,True
gpt-5.4,clown,mooney_inv,clown face,True
gpt-5.4,clown,degraded_25,clown,True
gpt-5.4,clown,degraded_50,clown face,True
gpt-5.4,clown,degraded_75,clown,True
gpt-5.4,clown,degraded_90,crown,False
gpt-5.4,coat,mooney,lab coat,True
gpt-5.4,coat,mooney_inv,coat,True
gpt-5.4,coat,degraded_25,lab coat,True
gpt-5.4,coat,degraded_50,lab coat,True
gpt-5.4,coat,degraded_75,lab coat,True
gpt-5.4,coat,degraded_90,lab coat,True
gpt-5.4,comb,mooney,screw,False
gpt-5.4,comb,mooney_inv,screw,False
gpt-5.4,comb,degraded_25,comb,True
gpt-5.4,comb,degraded_50,comb,True
gpt-5.4,comb,degraded_75,comb,True
gpt-5.4,comb,degraded_90,ruler,False
gpt-5.4,corn,mooney,feather,False
gpt-5.4,corn,mooney_inv,feather,False
gpt-5.4,corn,degraded_25,corn,True
gpt-5.4,corn,degraded_50,ear of corn,True
gpt-5.4,corn,degraded_75,ear of corn,True
gpt-5.4,corn,degraded_90,feather,False
gpt-5.4,couch,mooney,armchair,False
gpt-5.4,couch,mooney_inv,armchair,False
gpt-5.4,couch,degraded_25,sofa,False
gpt-5.4,couch,degraded_50,sofa,False
gpt-5.4,couch,degraded_75,sofa,False
gpt-5.4,couch,degraded_90,sofa,False
gpt-5.4,cow,mooney,cow,True
gpt-5.4,cow,mooney_inv,cow,True
gpt-5.4,cow,degraded_25,cow,True
gpt-5.4,cow,degraded_50,cow,True
gpt-5.4,cow,degraded_75,cow,True
gpt-5.4,cow,degraded_90,cow,True
gpt-5.4,crown,mooney,crown,True
gpt-5.4,crown,mooney_inv,crown,True
gpt-5.4,crown,degraded_25,crown,True
gpt-5.4,crown,degraded_50,crown,True
gpt-5.4,crown,degraded_75,crown,True
gpt-5.4,crown,degraded_90,crown,True
gpt-5.4,cup,mooney,cup,True
gpt-5.4,cup,mooney_inv,cup,True
gpt-5.4,cup,degraded_25,cup,True
gpt-5.4,cup,degraded_50,cup,True
gpt-5.4,cup,degraded_75,cup,True
gpt-5.4,cup,degraded_90,cup,True
gpt-5.4,deer,mooney,reindeer,True
gpt-5.4,deer,mooney_inv,reindeer,True
gpt-5.4,deer,degraded_25,deer,True
gpt-5.4,deer,degraded_50,deer,True
gpt-5.4,deer,degraded_75,deer,True
gpt-5.4,deer,degraded_90,deer,True
gpt-5.4,desk,mooney,desk,True
gpt-5.4,desk,mooney_inv,desk,True
gpt-5.4,desk,degraded_25,desk,True
gpt-5.4,desk,degraded_50,desk,True
gpt-5.4,desk,degraded_75,desk,True
gpt-5.4,desk,degraded_90,desk,True
gpt-5.4,dog,mooney,dog,True
gpt-5.4,dog,mooney_inv,dog,True
gpt-5.4,dog,degraded_25,dog,True
gpt-5.4,dog,degraded_50,dog,True
gpt-5.4,dog,degraded_75,dog,True
gpt-5.4,dog,degraded_90,dog,True
gpt-5.4,doll,mooney,doll,True
gpt-5.4,doll,mooney_inv,girl drawing,False
gpt-5.4,doll,degraded_25,doll,True
gpt-5.4,doll,degraded_50,doll,True
gpt-5.4,doll,degraded_75,doll,True
gpt-5.4,doll,degraded_90,doll,True
gpt-5.4,donkey,mooney,horse,False
gpt-5.4,donkey,mooney_inv,horse,False
gpt-5.4,donkey,degraded_25,donkey,True
gpt-5.4,donkey,degraded_50,donkey,True
gpt-5.4,donkey,degraded_75,donkey,True
gpt-5.4,donkey,degraded_90,donkey,True
gpt-5.4,door,mooney,door,True
gpt-5.4,door,mooney_inv,door,True
gpt-5.4,door,degraded_25,door,True
gpt-5.4,door,degraded_50,door,True
gpt-5.4,door,degraded_75,door,True
gpt-5.4,door,degraded_90,door,True
gpt-5.4,doorknob,mooney,doorknob,True
gpt-5.4,doorknob,mooney_inv,doorknob,True
gpt-5.4,doorknob,degraded_25,doorknob,True
gpt-5.4,doorknob,degraded_50,doorknob,True
gpt-5.4,doorknob,degraded_75,doorknob,True
gpt-5.4,doorknob,degraded_90,doorknob,True
gpt-5.4,dress,mooney,dress,True
gpt-5.4,dress,mooney_inv,dress,True
gpt-5.4,dress,degraded_25,dress,True
gpt-5.4,dress,degraded_50,dress,True
gpt-5.4,dress,degraded_75,dress,True
gpt-5.4,dress,degraded_90,dress,True
gpt-5.4,dresser,mooney,dresser,True
gpt-5.4,dresser,mooney_inv,dresser,True
gpt-5.4,dresser,degraded_25,dresser,True
gpt-5.4,dresser,degraded_50,dresser,True
gpt-5.4,dresser,degraded_75,dresser,True
gpt-5.4,dresser,degraded_90,dresser,True
gpt-5.4,drum,mooney,drum,True
gpt-5.4,drum,mooney_inv,drum,True
gpt-5.4,drum,degraded_25,drum,True
gpt-5.4,drum,degraded_50,drum,True
gpt-5.4,drum,degraded_75,drum,True
gpt-5.4,drum,degraded_90,drum,True
gpt-5.4,duck,mooney,duck,True
gpt-5.4,duck,mooney_inv,duck,True
gpt-5.4,duck,degraded_25,duck,True
gpt-5.4,duck,degraded_50,duck,True
gpt-5.4,duck,degraded_75,duck,True
gpt-5.4,duck,degraded_90,duck,True
gpt-5.4,eagle,mooney,bird,False
gpt-5.4,eagle,mooney_inv,bird,False
gpt-5.4,eagle,degraded_25,bird,False
gpt-5.4,eagle,degraded_50,bird,False
gpt-5.4,eagle,degraded_75,parrot,False
gpt-5.4,eagle,degraded_90,bird,False
gpt-5.4,ear,mooney,ear,True
gpt-5.4,ear,mooney_inv,ear,True
gpt-5.4,ear,degraded_25,ear,True
gpt-5.4,ear,degraded_50,ear,True
gpt-5.4,ear,degraded_75,ear,True
gpt-5.4,ear,degraded_90,ear,True
gpt-5.4,elephant,mooney,elephant,True
gpt-5.4,elephant,mooney_inv,elephant,True
gpt-5.4,elephant,degraded_25,elephant,True
gpt-5.4,elephant,degraded_50,elephant,True
gpt-5.4,elephant,degraded_75,elephant,True
gpt-5.4,elephant,degraded_90,elephant,True
gpt-5.4,envelope,mooney,envelope,True
gpt-5.4,envelope,mooney_inv,envelope,True
gpt-5.4,envelope,degraded_25,envelope,True
gpt-5.4,envelope,degraded_50,envelope,True
gpt-5.4,envelope,degraded_75,envelope,True
gpt-5.4,envelope,degraded_90,envelope,True
gpt-5.4,eye,mooney,eye,True
gpt-5.4,eye,mooney_inv,eye,True
gpt-5.4,eye,degraded_25,eye,True
gpt-5.4,eye,degraded_50,eye,True
gpt-5.4,eye,degraded_75,eye,True
gpt-5.4,eye,degraded_90,eye,True
gpt-5.4,fence,mooney,fence,True
gpt-5.4,fence,mooney_inv,radiator,False
gpt-5.4,fence,degraded_25,picket fence,True
gpt-5.4,fence,degraded_50,picket fence,True
gpt-5.4,fence,degraded_75,picket fence,True
gpt-5.4,fence,degraded_90,picket fence,True
gpt-5.4,finger,mooney,hand,False
gpt-5.4,finger,mooney_inv,finger,True
gpt-5.4,finger,degraded_25,finger,True
gpt-5.4,finger,degraded_50,finger,True
gpt-5.4,finger,degraded_75,finger,True
gpt-5.4,finger,degraded_90,hand,False
gpt-5.4,fish,mooney,fish,True
gpt-5.4,fish,mooney_inv,fish,True
gpt-5.4,fish,degraded_25,fish,True
gpt-5.4,fish,degraded_50,fish,True
gpt-5.4,fish,degraded_75,fish,True
gpt-5.4,fish,degraded_90,fish,True
gpt-5.4,flag,mooney,flag,True
gpt-5.4,flag,mooney_inv,flag,True
gpt-5.4,flag,degraded_25,flag,True
gpt-5.4,flag,degraded_50,flag,True
gpt-5.4,flag,degraded_75,flag,True
gpt-5.4,flag,degraded_90,flag,True
gpt-5.4,flower,mooney,flower,True
